DateOfBite,Borough
February 06 2015,Manhattan
February 10 2015,Manhattan
February 09 2015,Manhattan
February 11 2015,Manhattan
February 08 2015,Manhattan
February 12 2015,Manhattan
February 14 2015,Manhattan
February 13 2015,Manhattan
February 17 2015,Manhattan
February 19 2015,Manhattan
February 20 2015,Manhattan
February 23 2015,Manhattan
February 23 2015,Manhattan
February 19 2015,Manhattan
March 01 2015,Manhattan
March 03 2015,Manhattan
March 03 2015,Manhattan
March 03 2015,Manhattan
March 03 2015,Manhattan
March 05 2015,Manhattan
March 06 2015,Manhattan
March 08 2015,Manhattan
March 06 2015,Manhattan
March 12 2015,Manhattan
March 11 2015,Manhattan
March 16 2015,Manhattan
March 18 2015,Manhattan
March 23 2015,Manhattan
March 21 2015,Manhattan
March 21 2015,Manhattan
March 25 2015,Manhattan
March 24 2015,Manhattan
March 26 2015,Manhattan
March 31 2015,Manhattan
March 31 2015,Manhattan
April 01 2015,Manhattan
March 31 2015,Manhattan
April 04 2015,Manhattan
April 04 2015,Manhattan
April 06 2015,Manhattan
February 27 2015,Manhattan
April 05 2015,Manhattan
April 04 2015,Manhattan
April 04 2015,Manhattan
April 05 2015,Manhattan
April 07 2015,Manhattan
April 10 2015,Manhattan
April 12 2015,Manhattan
April 02 2015,Manhattan
April 12 2015,Manhattan
April 06 2015,Manhattan
April 15 2015,Manhattan
March 31 2015,Manhattan
April 12 2015,Manhattan
April 08 2015,Manhattan
April 01 2015,Manhattan
April 18 2015,Manhattan
April 19 2015,Manhattan
April 14 2015,Manhattan
April 19 2015,Manhattan
April 20 2015,Manhattan
April 20 2015,Manhattan
April 19 2015,Manhattan
April 05 2015,Manhattan
April 11 2015,Manhattan
April 21 2015,Manhattan
April 23 2015,Manhattan
April 21 2015,Manhattan
April 27 2015,Manhattan
April 29 2015,Manhattan
May 03 2015,Manhattan
May 02 2015,Manhattan
May 02 2015,Manhattan
May 04 2015,Manhattan
May 04 2015,Manhattan
May 02 2015,Manhattan
May 05 2015,Manhattan
April 26 2015,Manhattan
May 06 2015,Manhattan
May 03 2015,Manhattan
May 09 2015,Manhattan
May 10 2015,Manhattan
May 13 2015,Manhattan
May 10 2015,Manhattan
May 13 2015,Manhattan
May 14 2015,Manhattan
May 15 2015,Manhattan
May 19 2015,Manhattan
May 19 2015,Manhattan
May 19 2015,Manhattan
May 20 2015,Manhattan
May 20 2015,Manhattan
May 26 2015,Manhattan
May 25 2015,Manhattan
May 21 2015,Manhattan
May 27 2015,Manhattan
May 29 2015,Manhattan
May 28 2015,Manhattan
May 31 2015,Manhattan
May 31 2015,Manhattan
June 02 2015,Manhattan
June 02 2015,Manhattan
June 03 2015,Manhattan
June 07 2015,Manhattan
June 06 2015,Manhattan
June 09 2015,Manhattan
June 09 2015,Manhattan
June 09 2015,Manhattan
June 09 2015,Manhattan
June 06 2015,Manhattan
June 10 2015,Manhattan
June 12 2015,Manhattan
June 12 2015,Manhattan
June 14 2015,Manhattan
June 10 2015,Manhattan
June 10 2015,Manhattan
June 16 2015,Manhattan
June 18 2015,Manhattan
June 18 2015,Manhattan
June 20 2015,Manhattan
June 19 2015,Manhattan
June 20 2015,Manhattan
June 19 2015,Manhattan
June 19 2015,Manhattan
June 08 2015,Manhattan
June 23 2015,Manhattan
June 24 2015,Manhattan
June 25 2015,Manhattan
June 27 2015,Manhattan
June 30 2015,Manhattan
June 07 2015,Manhattan
July 02 2015,Manhattan
July 09 2015,Manhattan
July 08 2015,Manhattan
July 12 2015,Manhattan
July 14 2015,Manhattan
July 13 2015,Manhattan
July 13 2015,Manhattan
July 18 2015,Manhattan
July 20 2015,Manhattan
July 17 2015,Manhattan
July 21 2015,Manhattan
July 19 2015,Manhattan
July 17 2015,Manhattan
July 28 2015,Manhattan
July 21 2015,Manhattan
April 15 2015,Manhattan
July 28 2015,Manhattan
July 28 2015,Manhattan
July 26 2015,Manhattan
July 28 2015,Manhattan
July 24 2015,Manhattan
July 30 2015,Manhattan
August 02 2015,Manhattan
August 02 2015,Manhattan
August 05 2015,Manhattan
July 27 2015,Manhattan
August 07 2015,Manhattan
August 08 2015,Manhattan
August 01 2015,Manhattan
August 06 2015,Manhattan
August 08 2015,Manhattan
August 09 2015,Manhattan
August 17 2015,Manhattan
August 18 2015,Manhattan
August 15 2015,Manhattan
August 16 2015,Manhattan
August 18 2015,Manhattan
August 17 2015,Manhattan
August 19 2015,Manhattan
August 19 2015,Manhattan
August 12 2015,Manhattan
August 24 2015,Manhattan
August 24 2015,Manhattan
August 25 2015,Manhattan
August 26 2015,Manhattan
June 24 2015,Manhattan
August 26 2015,Manhattan
August 21 2015,Manhattan
August 30 2015,Manhattan
August 29 2015,Manhattan
September 01 2015,Manhattan
August 29 2015,Manhattan
August 31 2015,Manhattan
August 31 2015,Manhattan
August 19 2015,Manhattan
August 22 2015,Manhattan
August 30 2015,Manhattan
September 08 2015,Manhattan
September 04 2015,Manhattan
September 10 2015,Manhattan
September 10 2015,Manhattan
September 11 2015,Manhattan
September 12 2015,Manhattan
September 12 2015,Manhattan
September 04 2015,Manhattan
September 13 2015,Manhattan
September 14 2015,Manhattan
September 15 2015,Manhattan
September 17 2015,Manhattan
September 14 2015,Manhattan
September 18 2015,Manhattan
September 19 2015,Manhattan
September 19 2015,Manhattan
September 18 2015,Manhattan
September 25 2015,Manhattan
September 28 2015,Manhattan
August 26 2015,Manhattan
September 26 2015,Manhattan
September 25 2015,Manhattan
October 02 2015,Manhattan
October 03 2015,Manhattan
October 06 2015,Manhattan
October 09 2015,Manhattan
October 10 2015,Manhattan
October 13 2015,Manhattan
October 14 2015,Manhattan
September 05 2015,Manhattan
October 19 2015,Manhattan
October 17 2015,Manhattan
October 19 2015,Manhattan
October 21 2015,Manhattan
October 22 2015,Manhattan
October 19 2015,Manhattan
October 23 2015,Manhattan
October 25 2015,Manhattan
October 28 2015,Manhattan
October 28 2015,Manhattan
October 24 2015,Manhattan
November 05 2015,Manhattan
October 30 2015,Manhattan
October 31 2015,Manhattan
November 05 2015,Manhattan
November 06 2015,Manhattan
November 06 2015,Manhattan
November 07 2015,Manhattan
November 06 2015,Manhattan
November 09 2015,Manhattan
November 10 2015,Manhattan
October 31 2015,Manhattan
November 10 2015,Manhattan
November 13 2015,Manhattan
November 13 2015,Manhattan
November 11 2015,Manhattan
November 12 2015,Manhattan
November 14 2015,Manhattan
October 27 2015,Manhattan
November 15 2015,Manhattan
November 16 2015,Manhattan
November 19 2015,Manhattan
November 01 2015,Manhattan
November 22 2015,Manhattan
November 20 2015,Manhattan
November 17 2015,Manhattan
November 25 2015,Manhattan
November 24 2015,Manhattan
November 24 2015,Manhattan
November 27 2015,Manhattan
November 27 2015,Manhattan
November 24 2015,Manhattan
December 01 2015,Manhattan
November 28 2015,Manhattan
December 02 2015,Manhattan
November 29 2015,Manhattan
December 01 2015,Manhattan
December 07 2015,Manhattan
December 05 2015,Manhattan
December 04 2015,Manhattan
December 04 2015,Manhattan
December 10 2015,Manhattan
December 11 2015,Manhattan
December 11 2015,Manhattan
December 13 2015,Manhattan
December 15 2015,Manhattan
December 16 2015,Manhattan
December 14 2015,Manhattan
December 21 2015,Manhattan
December 18 2015,Manhattan
December 19 2015,Manhattan
December 25 2015,Manhattan
December 27 2015,Manhattan
December 26 2015,Manhattan
December 29 2015,Manhattan
December 27 2015,Manhattan
December 30 2015,Manhattan
December 25 2015,Manhattan
January 04 2016,Manhattan
January 03 2016,Manhattan
January 04 2016,Manhattan
January 03 2016,Manhattan
January 05 2016,Manhattan
January 02 2016,Manhattan
December 29 2015,Manhattan
January 11 2016,Manhattan
January 14 2016,Manhattan
January 15 2016,Manhattan
January 16 2016,Manhattan
January 20 2016,Manhattan
January 21 2016,Manhattan
January 24 2016,Manhattan
January 23 2016,Manhattan
January 20 2016,Manhattan
January 26 2016,Manhattan
January 24 2016,Manhattan
January 31 2016,Manhattan
January 08 2016,Manhattan
January 29 2016,Manhattan
January 31 2016,Manhattan
January 31 2016,Manhattan
February 01 2016,Manhattan
January 30 2016,Manhattan
February 03 2016,Manhattan
February 05 2016,Manhattan
February 08 2016,Manhattan
February 07 2016,Manhattan
February 08 2016,Manhattan
February 09 2016,Manhattan
February 11 2016,Manhattan
February 14 2016,Manhattan
February 13 2016,Manhattan
February 10 2016,Manhattan
February 12 2016,Manhattan
February 18 2016,Manhattan
February 18 2016,Manhattan
February 17 2016,Manhattan
February 18 2016,Manhattan
February 20 2016,Manhattan
February 19 2016,Manhattan
February 19 2016,Manhattan
February 19 2016,Manhattan
February 25 2016,Manhattan
February 24 2016,Manhattan
February 28 2016,Manhattan
March 02 2016,Manhattan
February 25 2016,Manhattan
February 16 2016,Manhattan
March 15 2016,Manhattan
March 13 2016,Manhattan
March 15 2016,Manhattan
March 19 2016,Manhattan
March 19 2016,Manhattan
March 17 2016,Manhattan
March 22 2016,Manhattan
March 26 2016,Manhattan
March 26 2016,Manhattan
March 25 2016,Manhattan
March 29 2016,Manhattan
April 02 2016,Manhattan
April 05 2016,Manhattan
April 03 2016,Manhattan
April 05 2016,Manhattan
April 08 2016,Manhattan
April 08 2016,Manhattan
April 07 2016,Manhattan
April 08 2016,Manhattan
April 12 2016,Manhattan
April 09 2016,Manhattan
April 09 2016,Manhattan
April 13 2016,Manhattan
April 16 2016,Manhattan
April 15 2016,Manhattan
April 15 2016,Manhattan
April 19 2016,Manhattan
April 19 2016,Manhattan
April 23 2016,Manhattan
April 25 2016,Manhattan
April 27 2016,Manhattan
April 25 2016,Manhattan
April 26 2016,Manhattan
April 25 2016,Manhattan
May 04 2016,Manhattan
May 05 2016,Manhattan
May 08 2016,Manhattan
April 30 2016,Manhattan
May 09 2016,Manhattan
May 05 2016,Manhattan
May 08 2016,Manhattan
May 08 2016,Manhattan
May 14 2016,Manhattan
May 15 2016,Manhattan
May 12 2016,Manhattan
May 20 2016,Manhattan
May 23 2016,Manhattan
May 24 2016,Manhattan
May 20 2016,Manhattan
May 23 2016,Manhattan
May 11 2016,Manhattan
May 30 2016,Manhattan
May 25 2016,Manhattan
June 04 2016,Manhattan
June 14 2016,Manhattan
June 09 2016,Manhattan
June 10 2016,Manhattan
June 14 2016,Manhattan
June 14 2016,Manhattan
June 05 2016,Manhattan
June 17 2016,Manhattan
June 18 2016,Manhattan
June 16 2016,Manhattan
June 19 2016,Manhattan
June 21 2016,Manhattan
June 20 2016,Manhattan
June 20 2016,Manhattan
June 18 2016,Manhattan
June 18 2016,Manhattan
June 23 2016,Manhattan
June 22 2016,Manhattan
June 22 2016,Manhattan
July 01 2016,Manhattan
July 01 2016,Manhattan
July 01 2016,Manhattan
July 01 2016,Manhattan
July 04 2016,Manhattan
June 26 2016,Manhattan
July 02 2016,Manhattan
July 09 2016,Manhattan
June 12 2016,Manhattan
July 09 2016,Manhattan
July 14 2016,Manhattan
July 14 2016,Manhattan
July 13 2016,Manhattan
July 20 2016,Manhattan
July 22 2016,Manhattan
July 27 2016,Manhattan
July 23 2016,Manhattan
July 21 2016,Manhattan
July 27 2016,Manhattan
July 30 2016,Manhattan
August 01 2016,Manhattan
August 04 2016,Manhattan
August 03 2016,Manhattan
July 30 2016,Manhattan
August 05 2016,Manhattan
August 05 2016,Manhattan
August 04 2016,Manhattan
August 02 2016,Manhattan
August 04 2016,Manhattan
August 08 2016,Manhattan
August 09 2016,Manhattan
August 08 2016,Manhattan
August 07 2016,Manhattan
August 08 2016,Manhattan
August 10 2016,Manhattan
August 15 2016,Manhattan
August 12 2016,Manhattan
August 15 2016,Manhattan
August 16 2016,Manhattan
August 13 2016,Manhattan
August 11 2016,Manhattan
August 24 2016,Manhattan
August 28 2016,Manhattan
August 24 2016,Manhattan
August 27 2016,Manhattan
September 05 2016,Manhattan
August 25 2016,Manhattan
August 31 2016,Manhattan
September 02 2016,Manhattan
September 06 2016,Manhattan
September 03 2016,Manhattan
August 18 2016,Manhattan
August 21 2016,Manhattan
September 10 2016,Manhattan
September 11 2016,Manhattan
September 13 2016,Manhattan
September 13 2016,Manhattan
September 05 2016,Manhattan
September 18 2016,Manhattan
September 14 2016,Manhattan
September 18 2016,Manhattan
September 22 2016,Manhattan
September 17 2016,Manhattan
September 25 2016,Manhattan
September 26 2016,Manhattan
September 28 2016,Manhattan
September 25 2016,Manhattan
October 01 2016,Manhattan
September 30 2016,Manhattan
September 14 2016,Manhattan
October 04 2016,Manhattan
October 06 2016,Manhattan
October 11 2016,Manhattan
October 10 2016,Manhattan
October 12 2016,Manhattan
October 16 2016,Manhattan
October 19 2016,Manhattan
October 18 2016,Manhattan
October 17 2016,Manhattan
October 20 2016,Manhattan
October 23 2016,Manhattan
October 22 2016,Manhattan
October 23 2016,Manhattan
October 22 2016,Manhattan
October 26 2016,Manhattan
October 27 2016,Manhattan
October 17 2016,Manhattan
October 29 2016,Manhattan
November 01 2016,Manhattan
November 01 2016,Manhattan
October 27 2016,Manhattan
November 05 2016,Manhattan
November 03 2016,Manhattan
November 13 2016,Manhattan
November 08 2016,Manhattan
November 15 2016,Manhattan
November 18 2016,Manhattan
November 18 2016,Manhattan
November 20 2016,Manhattan
November 18 2016,Manhattan
November 18 2016,Manhattan
November 21 2016,Manhattan
November 20 2016,Manhattan
November 15 2016,Manhattan
November 26 2016,Manhattan
November 28 2016,Manhattan
November 26 2016,Manhattan
November 25 2016,Manhattan
December 02 2016,Manhattan
December 02 2016,Manhattan
December 05 2016,Manhattan
November 28 2016,Manhattan
December 07 2016,Manhattan
December 06 2016,Manhattan
December 06 2016,Manhattan
December 03 2016,Manhattan
December 14 2016,Manhattan
December 14 2016,Manhattan
December 21 2016,Manhattan
December 18 2016,Manhattan
December 18 2016,Manhattan
December 18 2016,Manhattan
December 23 2016,Manhattan
December 23 2016,Manhattan
December 25 2016,Manhattan
December 25 2016,Manhattan
December 22 2016,Manhattan
December 23 2016,Manhattan
December 25 2016,Manhattan
December 27 2016,Manhattan
December 24 2016,Manhattan
January 02 2017,Manhattan
January 02 2017,Manhattan
December 13 2016,Manhattan
January 03 2017,Manhattan
December 28 2016,Manhattan
January 04 2017,Manhattan
January 09 2017,Manhattan
January 13 2016,Manhattan
January 12 2017,Manhattan
January 18 2017,Manhattan
January 17 2017,Manhattan
January 21 2017,Manhattan
January 21 2017,Manhattan
January 20 2017,Manhattan
January 21 2017,Manhattan
January 25 2017,Manhattan
January 25 2017,Manhattan
January 07 2017,Manhattan
January 26 2017,Manhattan
January 28 2017,Manhattan
January 31 2017,Manhattan
January 31 2017,Manhattan
February 04 2017,Manhattan
January 25 2017,Manhattan
February 02 2017,Manhattan
February 04 2017,Manhattan
February 09 2017,Manhattan
February 08 2017,Manhattan
February 12 2017,Manhattan
February 13 2017,Manhattan
February 13 2017,Manhattan
February 11 2017,Manhattan
February 12 2017,Manhattan
February 17 2017,Manhattan
February 20 2017,Manhattan
February 21 2017,Manhattan
February 23 2017,Manhattan
February 27 2017,Manhattan
February 28 2017,Manhattan
February 23 2017,Manhattan
March 04 2017,Manhattan
March 04 2017,Manhattan
March 03 2017,Manhattan
March 03 2017,Manhattan
March 02 2017,Manhattan
March 05 2017,Manhattan
March 02 2017,Manhattan
March 08 2017,Manhattan
March 12 2017,Manhattan
March 18 2017,Manhattan
March 19 2017,Manhattan
March 12 2017,Manhattan
March 19 2017,Manhattan
March 22 2017,Manhattan
March 12 2017,Manhattan
March 24 2017,Manhattan
March 25 2017,Manhattan
April 02 2017,Manhattan
March 30 2017,Manhattan
April 06 2017,Manhattan
March 31 2017,Manhattan
April 04 2017,Manhattan
December 16 2016,Manhattan
April 09 2017,Manhattan
April 12 2017,Manhattan
April 07 2017,Manhattan
April 15 2017,Manhattan
April 14 2017,Manhattan
April 14 2017,Manhattan
April 18 2017,Manhattan
April 13 2017,Manhattan
April 15 2017,Manhattan
April 18 2017,Manhattan
April 20 2017,Manhattan
April 17 2017,Manhattan
April 20 2017,Manhattan
April 20 2017,Manhattan
April 21 2017,Manhattan
April 23 2017,Manhattan
April 22 2017,Manhattan
April 25 2017,Manhattan
April 21 2017,Manhattan
April 26 2017,Manhattan
April 26 2017,Manhattan
April 29 2017,Manhattan
April 30 2017,Manhattan
April 30 2017,Manhattan
April 29 2017,Manhattan
May 01 2017,Manhattan
April 30 2017,Manhattan
April 27 2017,Manhattan
May 04 2017,Manhattan
April 28 2017,Manhattan
May 06 2017,Manhattan
May 06 2017,Manhattan
May 10 2017,Manhattan
May 15 2017,Manhattan
May 13 2017,Manhattan
May 12 2017,Manhattan
May 13 2017,Manhattan
May 05 2017,Manhattan
May 19 2017,Manhattan
May 11 2017,Manhattan
May 11 2017,Manhattan
May 19 2017,Manhattan
May 20 2017,Manhattan
May 23 2017,Manhattan
May 20 2017,Manhattan
May 21 2017,Manhattan
May 24 2017,Manhattan
May 24 2017,Manhattan
May 29 2017,Manhattan
June 01 2017,Manhattan
May 30 2017,Manhattan
May 28 2017,Manhattan
June 02 2017,Manhattan
June 01 2017,Manhattan
June 03 2017,Manhattan
May 25 2017,Manhattan
June 06 2017,Manhattan
June 08 2017,Manhattan
June 09 2017,Manhattan
June 12 2017,Manhattan
June 06 2017,Manhattan
June 06 2017,Manhattan
June 11 2017,Manhattan
June 07 2017,Manhattan
June 02 2017,Manhattan
June 17 2017,Manhattan
June 18 2017,Manhattan
June 16 2017,Manhattan
June 09 2017,Manhattan
June 16 2017,Manhattan
June 17 2017,Manhattan
June 21 2017,Manhattan
June 24 2017,Manhattan
June 06 2017,Manhattan
June 22 2017,Manhattan
June 25 2017,Manhattan
June 22 2017,Manhattan
June 27 2017,Manhattan
June 30 2017,Manhattan
June 29 2017,Manhattan
May 18 2017,Manhattan
June 30 2017,Manhattan
July 02 2017,Manhattan
July 04 2017,Manhattan
June 14 2017,Manhattan
July 06 2017,Manhattan
July 09 2017,Manhattan
June 20 2017,Manhattan
July 09 2017,Manhattan
July 02 2017,Manhattan
July 07 2017,Manhattan
July 03 2017,Manhattan
July 13 2017,Manhattan
July 15 2017,Manhattan
July 15 2017,Manhattan
July 16 2017,Manhattan
July 18 2017,Manhattan
July 17 2017,Manhattan
July 19 2017,Manhattan
July 21 2017,Manhattan
July 22 2017,Manhattan
July 24 2017,Manhattan
July 21 2017,Manhattan
July 22 2017,Manhattan
July 22 2017,Manhattan
July 21 2017,Manhattan
July 16 2017,Manhattan
July 30 2017,Manhattan
July 12 2017,Manhattan
August 02 2017,Manhattan
July 25 2017,Manhattan
August 06 2017,Manhattan
August 06 2017,Manhattan
August 05 2017,Manhattan
August 04 2017,Manhattan
August 08 2017,Manhattan
August 09 2017,Manhattan
August 09 2017,Manhattan
August 10 2017,Manhattan
August 09 2017,Manhattan
August 08 2017,Manhattan
August 08 2017,Manhattan
August 10 2017,Manhattan
August 12 2017,Manhattan
August 15 2017,Manhattan
August 08 2017,Manhattan
August 16 2017,Manhattan
August 18 2017,Manhattan
August 11 2017,Manhattan
August 22 2017,Manhattan
August 21 2017,Manhattan
August 25 2017,Manhattan
August 27 2017,Manhattan
August 27 2017,Manhattan
August 27 2017,Manhattan
August 30 2017,Manhattan
August 29 2017,Manhattan
August 30 2017,Manhattan
August 30 2017,Manhattan
August 22 2017,Manhattan
August 31 2017,Manhattan
September 02 2017,Manhattan
September 03 2017,Manhattan
September 05 2017,Manhattan
September 02 2017,Manhattan
September 07 2017,Manhattan
September 10 2017,Manhattan
July 12 2017,Manhattan
September 11 2017,Manhattan
September 12 2017,Manhattan
September 06 2017,Manhattan
September 16 2017,Manhattan
September 16 2017,Manhattan
September 16 2017,Manhattan
September 08 2017,Manhattan
September 16 2017,Manhattan
September 18 2017,Manhattan
September 20 2017,Manhattan
September 09 2017,Manhattan
September 17 2017,Manhattan
September 18 2017,Manhattan
September 22 2017,Manhattan
September 22 2017,Manhattan
September 23 2017,Manhattan
September 27 2017,Manhattan
September 29 2017,Manhattan
September 29 2017,Manhattan
September 30 2017,Manhattan
September 24 2017,Manhattan
September 30 2017,Manhattan
September 29 2017,Manhattan
October 02 2017,Manhattan
October 06 2017,Manhattan
October 08 2017,Manhattan
October 03 2017,Manhattan
October 03 2017,Manhattan
October 11 2017,Manhattan
October 14 2017,Manhattan
October 16 2017,Manhattan
October 20 2017,Manhattan
October 20 2017,Manhattan
October 18 2017,Manhattan
October 21 2017,Manhattan
October 25 2017,Manhattan
October 25 2017,Manhattan
October 25 2017,Manhattan
October 26 2017,Manhattan
October 29 2017,Manhattan
October 30 2017,Manhattan
October 29 2017,Manhattan
October 21 2017,Manhattan
November 01 2017,Manhattan
November 05 2017,Manhattan
November 01 2017,Manhattan
October 30 2017,Manhattan
November 05 2017,Manhattan
November 06 2017,Manhattan
November 07 2017,Manhattan
November 06 2017,Manhattan
November 07 2017,Manhattan
September 16 2017,Manhattan
November 10 2017,Manhattan
November 09 2017,Manhattan
November 12 2017,Manhattan
November 14 2017,Manhattan
November 12 2017,Manhattan
November 11 2017,Manhattan
November 17 2017,Manhattan
November 17 2017,Manhattan
November 16 2017,Manhattan
November 16 2017,Manhattan
November 17 2017,Manhattan
November 19 2017,Manhattan
November 17 2017,Manhattan
November 20 2017,Manhattan
November 11 2017,Manhattan
November 17 2017,Manhattan
November 22 2017,Manhattan
November 24 2017,Manhattan
November 23 2017,Manhattan
November 25 2017,Manhattan
November 29 2017,Manhattan
November 28 2017,Manhattan
November 30 2017,Manhattan
November 26 2017,Manhattan
December 02 2017,Manhattan
December 05 2017,Manhattan
December 05 2017,Manhattan
December 05 2017,Manhattan
December 10 2017,Manhattan
December 09 2017,Manhattan
November 29 2017,Manhattan
December 09 2017,Manhattan
December 12 2017,Manhattan
December 11 2017,Manhattan
December 11 2017,Manhattan
December 13 2017,Manhattan
December 16 2017,Manhattan
December 15 2017,Manhattan
December 18 2017,Manhattan
December 19 2017,Manhattan
December 05 2017,Manhattan
December 19 2017,Manhattan
December 19 2017,Manhattan
December 19 2017,Manhattan
December 21 2017,Manhattan
December 22 2017,Manhattan
December 21 2017,Manhattan
December 22 2017,Manhattan
December 23 2017,Manhattan
December 21 2017,Manhattan
December 06 2017,Manhattan
January 01 2022,Manhattan
January 03 2022,Manhattan
January 05 2022,Manhattan
January 06 2022,Manhattan
January 10 2022,Manhattan
January 12 2022,Manhattan
January 12 2022,Manhattan
January 13 2022,Manhattan
January 20 2022,Manhattan
January 22 2022,Manhattan
January 22 2022,Manhattan
January 25 2022,Manhattan
January 25 2022,Manhattan
January 27 2022,Manhattan
January 29 2022,Manhattan
January 30 2022,Manhattan
January 30 2022,Manhattan
February 01 2022,Manhattan
February 02 2022,Manhattan
February 03 2022,Manhattan
February 03 2022,Manhattan
February 03 2022,Manhattan
February 03 2022,Manhattan
February 04 2022,Manhattan
February 05 2022,Manhattan
February 06 2022,Manhattan
February 09 2022,Manhattan
February 10 2022,Manhattan
February 11 2022,Manhattan
February 11 2022,Manhattan
February 11 2022,Manhattan
February 12 2022,Manhattan
February 12 2022,Manhattan
February 14 2022,Manhattan
February 14 2022,Manhattan
February 16 2022,Manhattan
February 17 2022,Manhattan
February 22 2022,Manhattan
February 22 2022,Manhattan
February 25 2022,Manhattan
February 26 2022,Manhattan
February 27 2022,Manhattan
February 27 2022,Manhattan
March 01 2022,Manhattan
March 01 2022,Manhattan
March 02 2022,Manhattan
March 02 2022,Manhattan
March 04 2022,Manhattan
March 04 2022,Manhattan
March 07 2022,Manhattan
March 08 2022,Manhattan
March 09 2022,Manhattan
March 11 2022,Manhattan
March 12 2022,Manhattan
March 13 2022,Manhattan
March 16 2022,Manhattan
March 16 2022,Manhattan
March 17 2022,Manhattan
March 17 2022,Manhattan
March 18 2022,Manhattan
March 20 2022,Manhattan
March 22 2022,Manhattan
March 22 2022,Manhattan
March 23 2022,Manhattan
March 23 2022,Manhattan
March 23 2022,Manhattan
March 26 2022,Manhattan
March 29 2022,Manhattan
March 31 2022,Manhattan
March 31 2022,Manhattan
March 31 2022,Manhattan
April 01 2022,Manhattan
April 03 2022,Manhattan
April 14 2022,Manhattan
April 15 2022,Manhattan
April 15 2022,Manhattan
April 15 2022,Manhattan
April 16 2022,Manhattan
April 18 2022,Manhattan
April 22 2022,Manhattan
April 22 2022,Manhattan
April 24 2022,Manhattan
April 25 2022,Manhattan
April 26 2022,Manhattan
April 26 2022,Manhattan
April 27 2022,Manhattan
April 28 2022,Manhattan
April 29 2022,Manhattan
April 30 2022,Manhattan
May 03 2022,Manhattan
May 03 2022,Manhattan
May 03 2022,Manhattan
May 04 2022,Manhattan
May 05 2022,Manhattan
May 06 2022,Manhattan
May 11 2022,Manhattan
May 12 2022,Manhattan
May 14 2022,Manhattan
May 15 2022,Manhattan
May 16 2022,Manhattan
May 26 2022,Manhattan
May 26 2022,Manhattan
May 26 2022,Manhattan
May 29 2022,Manhattan
May 30 2022,Manhattan
June 01 2022,Manhattan
June 02 2022,Manhattan
June 03 2022,Manhattan
June 04 2022,Manhattan
June 04 2022,Manhattan
June 04 2022,Manhattan
June 06 2022,Manhattan
June 09 2022,Manhattan
June 10 2022,Manhattan
June 14 2022,Manhattan
June 15 2022,Manhattan
June 16 2022,Manhattan
June 17 2022,Manhattan
June 19 2022,Manhattan
June 20 2022,Manhattan
June 20 2022,Manhattan
June 20 2022,Manhattan
June 24 2022,Manhattan
June 25 2022,Manhattan
June 26 2022,Manhattan
June 29 2022,Manhattan
June 29 2022,Manhattan
June 30 2022,Manhattan
June 30 2022,Manhattan
July 01 2022,Manhattan
July 02 2022,Manhattan
July 04 2022,Manhattan
July 04 2022,Manhattan
July 06 2022,Manhattan
July 08 2022,Manhattan
July 08 2022,Manhattan
July 09 2022,Manhattan
July 10 2022,Manhattan
July 10 2022,Manhattan
July 12 2022,Manhattan
July 13 2022,Manhattan
July 16 2022,Manhattan
July 19 2022,Manhattan
July 21 2022,Manhattan
July 21 2022,Manhattan
July 21 2022,Manhattan
July 22 2022,Manhattan
July 22 2022,Manhattan
July 22 2022,Manhattan
July 23 2022,Manhattan
July 23 2022,Manhattan
July 24 2022,Manhattan
July 25 2022,Manhattan
July 25 2022,Manhattan
July 26 2022,Manhattan
July 27 2022,Manhattan
August 01 2022,Manhattan
August 02 2022,Manhattan
August 03 2022,Manhattan
August 03 2022,Manhattan
August 06 2022,Manhattan
August 07 2022,Manhattan
August 08 2022,Manhattan
August 08 2022,Manhattan
August 09 2022,Manhattan
August 13 2022,Manhattan
August 14 2022,Manhattan
August 14 2022,Manhattan
August 16 2022,Manhattan
August 17 2022,Manhattan
August 17 2022,Manhattan
August 18 2022,Manhattan
August 18 2022,Manhattan
August 20 2022,Manhattan
August 20 2022,Manhattan
August 21 2022,Manhattan
August 23 2022,Manhattan
August 23 2022,Manhattan
August 29 2022,Manhattan
August 30 2022,Manhattan
August 31 2022,Manhattan
August 31 2022,Manhattan
September 02 2022,Manhattan
September 04 2022,Manhattan
September 04 2022,Manhattan
September 05 2022,Manhattan
September 05 2022,Manhattan
September 07 2022,Manhattan
September 09 2022,Manhattan
September 09 2022,Manhattan
September 10 2022,Manhattan
September 12 2022,Manhattan
September 13 2022,Manhattan
September 15 2022,Manhattan
September 20 2022,Manhattan
September 20 2022,Manhattan
September 22 2022,Manhattan
September 22 2022,Manhattan
September 23 2022,Manhattan
September 24 2022,Manhattan
September 24 2022,Manhattan
September 25 2022,Manhattan
September 25 2022,Manhattan
September 27 2022,Manhattan
September 29 2022,Manhattan
October 02 2022,Manhattan
October 03 2022,Manhattan
October 03 2022,Manhattan
October 06 2022,Manhattan
October 07 2022,Manhattan
October 08 2022,Manhattan
October 11 2022,Manhattan
October 12 2022,Manhattan
October 12 2022,Manhattan
October 13 2022,Manhattan
October 14 2022,Manhattan
October 15 2022,Manhattan
October 15 2022,Manhattan
October 19 2022,Manhattan
October 20 2022,Manhattan
October 20 2022,Manhattan
October 26 2022,Manhattan
